Year,Commodity Code,Commodity Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins
2016,621,Ambulatory health care services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2016,621,Ambulatory health care services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2016,622,Hospitals,carbon dioxide,"kg/2018 USD, purchaser price",0.144,0.0,0.144,3,2,1,3,1
2016,622,Hospitals,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,622,Hospitals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,622,Hospitals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2016,623,Nursing and residential care facilities,carbon dioxide,"kg/2018 USD, purchaser price",0.14,0.0,0.14,3,2,1,3,1
2016,623,Nursing and residential care facilities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,623,Nursing and residential care facilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,623,Nursing and residential care facilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,5,1
2016,624,Social assistance,carbon dioxide,"kg/2018 USD, purchaser price",0.135,0.0,0.135,3,2,1,3,1
2016,624,Social assistance,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,624,Social assistance,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,624,Social assistance,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,5,1
2016,711AS,"Performing arts, spectator sports, museums, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.073,0.0,0.073,3,2,1,3,1
2016,711AS,"Performing arts, spectator sports, museums, and related activities",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2016,711AS,"Performing arts, spectator sports, museums, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2016,711AS,"Performing arts, spectator sports, museums, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2016,713,"Amusements, gambling, and recreation industries",carbon dioxide,"kg/2018 USD, purchaser price",0.326,0.0,0.326,3,2,1,3,1
2016,713,"Amusements, gambling, and recreation industries",methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,1,1
2016,713,"Amusements, gambling, and recreation industries",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,713,"Amusements, gambling, and recreation industries",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2016,721,Accommodation,carbon dioxide,"kg/2018 USD, purchaser price",0.158,0.0,0.158,3,2,1,3,1
2016,721,Accommodation,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,721,Accommodation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,721,Accommodation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2016,722,Food services and drinking places,carbon dioxide,"kg/2018 USD, purchaser price",0.194,0.0,0.194,3,2,1,3,1
2016,722,Food services and drinking places,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,722,Food services and drinking places,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,722,Food services and drinking places,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,4,2,1,5,1
2016,81,"Other services, except government",carbon dioxide,"kg/2018 USD, purchaser price",0.124,0.0,0.124,3,2,1,3,1
2016,81,"Other services, except government",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,81,"Other services, except government",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2016,81,"Other services, except government",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,5,1
2016,HS,Housing,carbon dioxide,"kg/2018 USD, purchaser price",0.021,0.0,0.021,3,2,1,3,1
2016,HS,Housing,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2016,HS,Housing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2016,HS,Housing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,5,1
2016,ORE,Other real estate,carbon dioxide,"kg/2018 USD, purchaser price",0.405,0.0,0.405,3,2,1,3,1
2016,ORE,Other real estate,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,ORE,Other real estate,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,ORE,Other real estate,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2015,111CA,Farms,carbon dioxide,"kg/2018 USD, purchaser price",0.425,0.044,0.47,4,2,1,4,1
2015,111CA,Farms,methane,"kg/2018 USD, purchaser price",0.023,0.0,0.023,3,2,1,1,1
2015,111CA,Farms,nitrous oxide,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2015,111CA,Farms,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2015,113FF,"Forestry, fishing, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.206,0.024,0.229,4,2,1,4,1
2015,113FF,"Forestry, fishing, and related activities",methane,"kg/2018 USD, purchaser price",0.003,0.0,0.004,3,2,1,1,1
2015,113FF,"Forestry, fishing, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,113FF,"Forestry, fishing, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2015,211,Oil and gas extraction,carbon dioxide,"kg/2018 USD, purchaser price",0.473,0.06,0.532,3,2,1,3,1
2015,211,Oil and gas extraction,methane,"kg/2018 USD, purchaser price",0.024,0.001,0.025,4,2,1,1,1
2015,211,Oil and gas extraction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,211,Oil and gas extraction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,212,"Mining, except oil and gas",carbon dioxide,"kg/2018 USD, purchaser price",0.63,0.107,0.737,4,2,1,4,1
2015,212,"Mining, except oil and gas",methane,"kg/2018 USD, purchaser price",0.022,0.001,0.023,4,2,1,1,1
2015,212,"Mining, except oil and gas",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,212,"Mining, except oil and gas",other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,4,1
2015,213,Support activities for mining,carbon dioxide,"kg/2018 USD, purchaser price",0.349,0.0,0.349,3,2,1,4,1
2015,213,Support activities for mining,methane,"kg/2018 USD, purchaser price",0.009,0.0,0.009,4,2,1,1,1
2015,213,Support activities for mining,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,213,Support activities for mining,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,22,Utilities,carbon dioxide,"kg/2018 USD, purchaser price",2.914,0.0,2.914,2,2,1,2,1
2015,22,Utilities,methane,"kg/2018 USD, purchaser price",0.006,0.0,0.006,4,2,1,1,1
2015,22,Utilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2015,22,Utilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,2,2,1,2,1
2015,23,Construction,carbon dioxide,"kg/2018 USD, purchaser price",0.272,0.0,0.272,3,2,1,4,1
2015,23,Construction,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2015,23,Construction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,23,Construction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.02,0.0,0.02,4,2,1,5,1
2015,311FT,Food and beverage and tobacco products,carbon dioxide,"kg/2018 USD, purchaser price",0.316,0.02,0.337,3,2,1,4,1
2015,311FT,Food and beverage and tobacco products,methane,"kg/2018 USD, purchaser price",0.007,0.0,0.008,3,2,1,1,1
2015,311FT,Food and beverage and tobacco products,nitrous oxide,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2015,311FT,Food and beverage and tobacco products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,2,1,4,1
2015,313TT,Textile mills and textile product mills,carbon dioxide,"kg/2018 USD, purchaser price",0.288,0.052,0.341,3,2,1,4,1
2015,313TT,Textile mills and textile product mills,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.002,3,2,1,1,1
2015,313TT,Textile mills and textile product mills,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,313TT,Textile mills and textile product mills,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,3,1
2015,315AL,Apparel and leather and allied products,carbon dioxide,"kg/2018 USD, purchaser price",0.082,0.321,0.403,3,2,1,3,1
2015,315AL,Apparel and leather and allied products,methane,"kg/2018 USD, purchaser price",0.001,0.002,0.003,3,2,1,1,1
2015,315AL,Apparel and leather and allied products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,315AL,Apparel and leather and allied products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,4,1
2015,321,Wood products,carbon dioxide,"kg/2018 USD, purchaser price",0.205,0.029,0.233,3,2,1,3,1
2015,321,Wood products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,321,Wood products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,321,Wood products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,4,2,1,4,1
2015,322,Paper products,carbon dioxide,"kg/2018 USD, purchaser price",0.355,0.021,0.377,3,2,1,4,1
2015,322,Paper products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2015,322,Paper products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,322,Paper products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,2,1,4,1
2015,323,Printing and related support activities,carbon dioxide,"kg/2018 USD, purchaser price",0.221,0.02,0.241,3,2,1,4,1
2015,323,Printing and related support activities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2015,323,Printing and related support activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,323,Printing and related support activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,3,1
2015,324,Petroleum and coal products,carbon dioxide,"kg/2018 USD, purchaser price",0.652,0.018,0.67,3,2,1,3,1
2015,324,Petroleum and coal products,methane,"kg/2018 USD, purchaser price",0.015,0.0,0.016,4,2,1,1,1
2015,324,Petroleum and coal products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,324,Petroleum and coal products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,325,Chemical products,carbon dioxide,"kg/2018 USD, purchaser price",0.301,0.013,0.314,4,2,1,4,1
2015,325,Chemical products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2015,325,Chemical products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2015,325,Chemical products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.012,0.0,0.012,2,2,1,2,1
2015,326,Plastics and rubber products,carbon dioxide,"kg/2018 USD, purchaser price",0.175,0.009,0.184,3,2,1,3,1
2015,326,Plastics and rubber products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2015,326,Plastics and rubber products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2015,326,Plastics and rubber products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,3,2,1,4,1
2015,327,Nonmetallic mineral products,carbon dioxide,"kg/2018 USD, purchaser price",0.527,0.039,0.566,3,2,1,3,1
2015,327,Nonmetallic mineral products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.002,4,2,1,1,1
2015,327,Nonmetallic mineral products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,327,Nonmetallic mineral products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2015,331,Primary metals,carbon dioxide,"kg/2018 USD, purchaser price",0.061,0.002,0.063,2,2,1,2,1
2015,331,Primary metals,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2015,331,Primary metals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,331,Primary metals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.024,0.0,0.024,3,2,1,2,1
2015,332,Fabricated metal products,carbon dioxide,"kg/2018 USD, purchaser price",0.247,0.015,0.261,3,2,1,3,1
2015,332,Fabricated metal products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2015,332,Fabricated metal products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,332,Fabricated metal products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.009,0.0,0.009,3,2,1,3,1
2015,333,Machinery,carbon dioxide,"kg/2018 USD, purchaser price",0.181,0.019,0.2,3,2,1,3,1
2015,333,Machinery,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2015,333,Machinery,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,333,Machinery,other GHGs,"kg CO2e/2018 USD, purchaser price",0.039,0.0,0.039,4,2,1,5,1
2015,334,Computer and electronic products,carbon dioxide,"kg/2018 USD, purchaser price",0.053,0.022,0.075,3,2,1,3,1
2015,334,Computer and electronic products,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,334,Computer and electronic products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2015,334,Computer and electronic products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.016,0.0,0.016,2,2,1,1,1
2015,335,"Electrical equipment, appliances, and components",carbon dioxide,"kg/2018 USD, purchaser price",0.193,0.034,0.227,3,2,1,3,1
2015,335,"Electrical equipment, appliances, and components",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2015,335,"Electrical equipment, appliances, and components",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,335,"Electrical equipment, appliances, and components",other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,3,2,1,3,1
2015,3361MV,"Motor vehicles, bodies and trailers, and parts",carbon dioxide,"kg/2018 USD, purchaser price",0.187,0.015,0.202,3,2,1,3,1
2015,3361MV,"Motor vehicles, bodies and trailers, and parts",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2015,3361MV,"Motor vehicles, bodies and trailers, and parts",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,3361MV,"Motor vehicles, bodies and trailers, and parts",other GHGs,"kg CO2e/2018 USD, purchaser price",0.019,0.0,0.019,4,2,1,4,1
2015,3364OT,Other transportation equipment,carbon dioxide,"kg/2018 USD, purchaser price",0.098,0.006,0.104,3,2,1,3,1
2015,3364OT,Other transportation equipment,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2015,3364OT,Other transportation equipment,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,3364OT,Other transportation equipment,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,2,1,3,1
2015,337,Furniture and related products,carbon dioxide,"kg/2018 USD, purchaser price",0.174,0.089,0.264,3,2,1,3,1
2015,337,Furniture and related products,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,3,2,1,1,1
2015,337,Furniture and related products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,337,Furniture and related products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.02,0.0,0.02,4,2,1,5,1
2015,339,Miscellaneous manufacturing,carbon dioxide,"kg/2018 USD, purchaser price",0.176,0.071,0.247,3,2,1,3,1
2015,339,Miscellaneous manufacturing,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.001,3,2,1,1,1
2015,339,Miscellaneous manufacturing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,339,Miscellaneous manufacturing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,4,1
2015,42,Wholesale trade,carbon dioxide,"kg/2018 USD, purchaser price",0.123,0.0,0.123,3,2,1,3,1
2015,42,Wholesale trade,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,42,Wholesale trade,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,42,Wholesale trade,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2015,441,Motor vehicle and parts dealers,carbon dioxide,"kg/2018 USD, purchaser price",0.127,0.0,0.127,3,2,1,3,1
2015,441,Motor vehicle and parts dealers,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,441,Motor vehicle and parts dealers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,441,Motor vehicle and parts dealers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2015,445,Food and beverage stores,carbon dioxide,"kg/2018 USD, purchaser price",0.244,0.0,0.244,2,2,1,2,1
2015,445,Food and beverage stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,445,Food and beverage stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,445,Food and beverage stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,452,General merchandise stores,carbon dioxide,"kg/2018 USD, purchaser price",0.171,0.0,0.171,2,2,1,2,1
2015,452,General merchandise stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,452,General merchandise stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,452,General merchandise stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2015,481,Air transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.86,0.0,0.86,4,2,1,1,1
2015,481,Air transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2015,481,Air transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,481,Air transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2015,482,Rail transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.642,0.0,0.642,4,2,1,4,1
2015,482,Rail transportation,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2015,482,Rail transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,482,Rail transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,483,Water transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.454,0.0,0.454,4,2,1,3,1
2015,483,Water transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2015,483,Water transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,483,Water transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.051,0.0,0.051,4,2,1,5,1
2015,484,Truck transportation,carbon dioxide,"kg/2018 USD, purchaser price",1.303,0.0,1.303,4,2,1,4,1
2015,484,Truck transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2015,484,Truck transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,484,Truck transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.02,0.0,0.02,4,2,1,5,1
2015,485,Transit and ground passenger transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.334,0.0,0.334,3,2,1,3,1
2015,485,Transit and ground passenger transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2015,485,Transit and ground passenger transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,485,Transit and ground passenger transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,2,1,5,1
2015,486,Pipeline transportation,carbon dioxide,"kg/2018 USD, purchaser price",1.107,0.0,1.107,4,2,1,1,1
2015,486,Pipeline transportation,methane,"kg/2018 USD, purchaser price",0.03,0.0,0.03,4,2,1,1,1
2015,486,Pipeline transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,486,Pipeline transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,4,2,1,5,1
2015,487OS,Other transportation and support activities,carbon dioxide,"kg/2018 USD, purchaser price",0.377,0.0,0.377,4,2,1,3,1
